¿cuánto hace más o menos que tiene estos síntomas?	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass
y creo que tengo un poco de fiebre	ADJ ADP ADV AUX CCONJ DET INTJ NOUN	acl acl:relcl advcl advcl:relcl advmod amod appos aux
y quiero que describa dónde siente el dolor de pecho	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM PART	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass case
y digamos que ella tiene los mismos síntomas	ADJ ADP ADV AUX CCONJ DET INTJ NOUN	acl acl:relcl advcl advcl:relcl advmod amod appos aux
¿y dígame qué síntomas tiene ahora?	ADJ ADP ADV AUX CCONJ DET	acl acl:relcl advcl advcl:relcl advmod amod
y están teniendo algo de fiebre también	ADJ ADP ADV AUX CCONJ DET INTJ	acl acl:relcl advcl advcl:relcl advmod amod appos
y con sus antecedentes de diabetes	ADJ ADP ADV AUX CCONJ DET	acl acl:relcl advcl advcl:relcl advmod amod
y sabes, siento como que el pecho se me estruja	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM PART	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass case
y sabes, la gente me tose encima todo el tiempo	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM PART	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass case
y siente dolor de pecho	ADJ ADP ADV AUX CCONJ	acl acl:relcl advcl advcl:relcl advmod
y los síntomas no desaparecen en cinco días	ADJ ADP ADV AUX CCONJ DET INTJ NOUN	acl acl:relcl advcl advcl:relcl advmod amod appos aux
y dijo que es una presión en el pecho	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass
alguien de la familia tiene un problema cardíaco, enfermedad cardíaca, ataque cardíaco, colesterol alto, presión arterial alta	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM PART PRON PROPN PUNCT SCONJ SYM VERB X	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass case cc cc:preconj ccomp clf compound compound:ext compound:prt
¿algún otro síntoma o problema que note además del dolor muscular?	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM PART PRON	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass case cc
¿algún dolor agudo en el lado izquierdo del pecho?	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass
¿hay otras personas enfermas como usted con los mismos síntomas en su casa?	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM PART PRON PROPN PUNCT	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass case cc cc:preconj ccomp
ahora tiene algo de dificultad para respirar	ADJ ADP ADV AUX CCONJ DET INTJ	acl acl:relcl advcl advcl:relcl advmod amod appos
¿tiene algún otro síntoma?	ADJ ADP ADV AUX	acl acl:relcl advcl advcl:relcl
¿tiene algo de falta de aire?	ADJ ADP ADV AUX CCONJ DET	acl acl:relcl advcl advcl:relcl advmod amod
todavía siente dolor en el pecho	ADJ ADP ADV AUX CCONJ DET	acl acl:relcl advcl advcl:relcl advmod amod
porque esta es la temporada de gripe	ADJ ADP ADV AUX CCONJ DET INTJ	acl acl:relcl advcl advcl:relcl advmod amod appos
además de la diabetes, ¿tiene otros problemas o enfermedades importantes?	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM PART	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass case
pero, además, no deberían ignorarnos por el dolor de pecho de origen cardíaco	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM PART PRON PROPN PUNCT	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass case cc cc:preconj ccomp
pero ahora un problema más importante es este dolor de pecho	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM PART PRON	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass case cc
pero si tiene tos	ADJ ADP ADV AUX	acl acl:relcl advcl advcl:relcl
pero tengo dificultad para respirar	ADJ ADP ADV AUX CCONJ	acl acl:relcl advcl advcl:relcl advmod
pero sé que muchas personas me tosen encima	ADJ ADP ADV AUX CCONJ DET INTJ NOUN	acl acl:relcl advcl advcl:relcl advmod amod appos aux
pero siempre debemos tratar el dolor de pecho con la máxima seriedad	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM PART PRON PROPN	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass case cc cc:preconj
¿pero ahora estás respirando bien, no?	ADJ ADP ADV AUX CCONJ DET	acl acl:relcl advcl advcl:relcl advmod amod
por este dolor de pecho me olvidé por completo	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass
porque tienen tos	ADJ ADP ADV	acl acl:relcl advcl
se siente como si alguien te estrujara el pecho	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass
todavía se siente como falta de aire	ADJ ADP ADV AUX CCONJ DET INTJ	acl acl:relcl advcl advcl:relcl advmod amod appos
¿se quejan de estar enfermos con síntomas similares?	ADJ ADP ADV AUX CCONJ DET INTJ NOUN	acl acl:relcl advcl advcl:relcl advmod amod appos aux
¿tiene algún problema de presión arterial hasta donde sabe?	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass
¿tiene alguna otra enfermedad crónica, como presión arterial alta o algo como eso?	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM PART PRON PROPN PUNCT	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass case cc cc:preconj ccomp
¿tiene alguna otra enfermedad, problema médico crónico, como diabetes?	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass
¿tiene algo de falta de aire además de dolor de pecho?	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM PART PRON	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass case cc
¿tiene presión arterial alta?	ADJ ADP ADV AUX	acl acl:relcl advcl advcl:relcl
¿tiene algunos episodios de falta de aire con eso?	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass
¿sabe qué síntomas tenía?	ADJ ADP ADV AUX	acl acl:relcl advcl advcl:relcl
sus familiares tienen los mismos síntomas	ADJ ADP ADV AUX CCONJ DET	acl acl:relcl advcl advcl:relcl advmod amod
¿ve la imagen?	ADJ ADP ADV	acl acl:relcl advcl
beba mucho líquido hoy	ADJ ADP ADV AUX	acl acl:relcl advcl advcl:relcl
tener tos seca resfriado y secreción nasal vómitos diarrea	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass
sin embargo, me hago pruebas para la diabetes	ADJ ADP ADV AUX CCONJ DET INTJ NOUN	acl acl:relcl advcl advcl:relcl advmod amod appos aux
sin embargo, tiene síntomas bastante parecidos a los míos	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass
¿cuánto tiene de fiebre?	ADJ ADP ADV AUX	acl acl:relcl advcl advcl:relcl
¿cómo está su presión arterial?	ADJ ADP ADV AUX CCONJ	acl acl:relcl advcl advcl:relcl advmod
no creo tener presión arterial alta	ADJ ADP ADV AUX CCONJ DET	acl acl:relcl advcl advcl:relcl advmod amod
siento dolor de pecho aquí, en la parte de adelante del pecho	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM PART PRON PROPN	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass case cc cc:preconj
si sigue teniendo fiebre alta	ADJ ADP ADV AUX CCONJ	acl acl:relcl advcl advcl:relcl advmod
si tiene fiebre de ciento dos grados o superior	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass
si cree que sus síntomas o problemas justifican un examen mejor	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM PART PRON	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass case cc
me dio fiebre ayer	ADJ ADP ADV AUX	acl acl:relcl advcl advcl:relcl
también tuve un poco de fiebre	ADJ ADP ADV AUX CCONJ DET	acl acl:relcl advcl advcl:relcl advmod amod
tuve fiebre ayer	ADJ ADP ADV	acl acl:relcl advcl
tuve un dolor agudo breve en el pecho	ADJ ADP ADV AUX CCONJ DET INTJ NOUN	acl acl:relcl advcl advcl:relcl advmod amod appos aux
tengo un dolor agudo aquí, en el pecho	ADJ ADP ADV AUX CCONJ DET INTJ NOUN	acl acl:relcl advcl advcl:relcl advmod amod appos aux
aunque también tengo alergia al polen	ADJ ADP ADV AUX CCONJ DET	acl acl:relcl advcl advcl:relcl advmod amod
{NS}	ADJ	acl
también tengo algo de dificultad para respirar	ADJ ADP ADV AUX CCONJ DET INTJ	acl acl:relcl advcl advcl:relcl advmod amod appos
te enviaré una imagen	ADJ ADP ADV AUX	acl acl:relcl advcl advcl:relcl
hoy tengo un poco de dolor de pecho	ADJ ADP ADV AUX CCONJ DET INTJ NOUN	acl acl:relcl advcl advcl:relcl advmod amod appos aux
hoy solo tengo un poco de dolor de cabeza y algo de fiebre	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM PART PRON PROPN PUNCT	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass case cc cc:preconj ccomp
en mi opinión, es una gripe	ADJ ADP ADV AUX CCONJ DET	acl acl:relcl advcl advcl:relcl advmod amod
en mi opinión, es un poco de gripe	ADJ ADP ADV AUX CCONJ DET INTJ NOUN	acl acl:relcl advcl advcl:relcl advmod amod appos aux
veo que sube desde el centro de su pecho hasta su cuello	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM PART PRON PROPN	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass case cc cc:preconj
¿es como si alguien muy, muy pesado se sentara sobre su pecho?	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM PART PRON PROPN	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass case cc cc:preconj
todo empezó con dolor de cabeza y fiebre más o menos al mismo tiempo	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM PART PRON PROPN PUNCT SCONJ	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass case cc cc:preconj ccomp clf
me duele el pecho	ADJ ADP ADV AUX	acl acl:relcl advcl advcl:relcl
me duele el centro del pecho	ADJ ADP ADV AUX CCONJ DET	acl acl:relcl advcl advcl:relcl advmod amod
es una presión como el dolor de pecho	ADJ ADP ADV AUX CCONJ DET INTJ NOUN	acl acl:relcl advcl advcl:relcl advmod amod appos aux
es en mi pecho	ADJ ADP ADV AUX	acl acl:relcl advcl advcl:relcl
es en el centro de mi pecho	ADJ ADP ADV AUX CCONJ DET INTJ	acl acl:relcl advcl advcl:relcl advmod amod appos
es en el centro del pecho	ADJ ADP ADV AUX CCONJ DET	acl acl:relcl advcl advcl:relcl advmod amod
está ocurriendo justo en el centro de mi pecho	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass
es justo en el centro de mi pecho	ADJ ADP ADV AUX CCONJ DET INTJ NOUN	acl acl:relcl advcl advcl:relcl advmod amod appos aux
suena como que quizás solo tenga un resfriado común y corriente o una gripe	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM PART PRON PROPN PUNCT SCONJ	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass case cc cc:preconj ccomp clf
siento dolor en el pecho	ADJ ADP ADV AUX CCONJ	acl acl:relcl advcl advcl:relcl advmod
me preocupa mucho este dolor de pecho	ADJ ADP ADV AUX CCONJ DET INTJ	acl acl:relcl advcl advcl:relcl advmod amod appos
quiero que me diga cómo describe este dolor de pecho	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM PART	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass case
le enviaré una imagen	ADJ ADP ADV AUX	acl acl:relcl advcl advcl:relcl
le enviaré una imagen en su pantalla	ADJ ADP ADV AUX CCONJ DET INTJ	acl acl:relcl advcl advcl:relcl advmod amod appos
como presión arterial alta o diabetes	ADJ ADP ADV AUX CCONJ DET	acl acl:relcl advcl advcl:relcl advmod amod
como justo en el centro del pecho	ADJ ADP ADV AUX CCONJ DET INTJ	acl acl:relcl advcl advcl:relcl advmod amod appos
casi siempre es este tipo de dolor de pecho	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass
mi hermana tiene síntomas similares	ADJ ADP ADV AUX CCONJ	acl acl:relcl advcl advcl:relcl advmod
ahora puede tomar un comprimido de Tachipirina para la fiebre	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM PART	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass case
ahora le envío una imagen	ADJ ADP ADV AUX CCONJ	acl acl:relcl advcl advcl:relcl advmod
ahora, Mary, hace cuántos días que tiene los síntomas	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass
ahora dijo que tiene dolor de pecho	ADJ ADP ADV AUX CCONJ DET INTJ	acl acl:relcl advcl advcl:relcl advmod amod appos
en ocasiones, tengo un poco de dolor de pecho	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass
bien, tiene algún otro síntoma además de este, que no sea solo el dolor	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM PART PRON PROPN PUNCT SCONJ	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass case cc cc:preconj ccomp clf
o si tiene presión arterial alta	ADJ ADP ADV AUX CCONJ DET	acl acl:relcl advcl advcl:relcl advmod amod
¿o alguien sentado sobre su pecho?	ADJ ADP ADV AUX CCONJ DET	acl acl:relcl advcl advcl:relcl advmod amod
básicamente igual, con fiebre y tos, dolor de cabeza y dolor muscular	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM PART PRON PROPN	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass case cc cc:preconj
justo en el centro del pecho	ADJ ADP ADV AUX CCONJ DET	acl acl:relcl advcl advcl:relcl advmod amod
muéstreme en esta imagen dónde siente el dolor	ADJ ADP ADV AUX CCONJ DET INTJ NOUN	acl acl:relcl advcl advcl:relcl advmod amod appos aux
desde que tiene fiebre	ADJ ADP ADV AUX	acl acl:relcl advcl advcl:relcl
¿entonces piensa que algunos de estos síntomas podrían estar relacionados con el embarazo?	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM PART PRON PROPN PUNCT	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass case cc cc:preconj ccomp
así que el dolor de pecho comenzó esta mañana	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass
¿así que sus hijos tienen algunos de los mismos síntomas?	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM PART	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass case
cuénteme sobre su dolor de pecho	ADJ ADP ADV AUX CCONJ DET	acl acl:relcl advcl advcl:relcl advmod amod
la fiebre es más alta por la noche	ADJ ADP ADV AUX CCONJ DET INTJ NOUN	acl acl:relcl advcl advcl:relcl advmod amod appos aux
la fiebre que tuve los últimos dos días	ADJ ADP ADV AUX CCONJ DET INTJ NOUN	acl acl:relcl advcl advcl:relcl advmod amod appos aux
la fiebre empezó a ser más alta anoche	ADJ ADP ADV AUX CCONJ DET INTJ NOUN	acl acl:relcl advcl advcl:relcl advmod amod appos aux
la fiebre empezó hace dos días	ADJ ADP ADV AUX CCONJ DET	acl acl:relcl advcl advcl:relcl advmod amod
los dolores musculares con la alergia al polen	ADJ ADP ADV AUX CCONJ DET INTJ NOUN	acl acl:relcl advcl advcl:relcl advmod amod appos aux
este es el doctor Porter en el centro de triaje de la sala de emergencias	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM PART PRON PROPN PUNCT SCONJ SYM	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass case cc cc:preconj ccomp clf compound
bueno, ¿puede contarme un poco más sobre su dolor de pecho?	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM PART PRON	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass case cc
bueno, desde mi punto de vista, es un poco de gripe	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM PART PRON	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass case cc
bueno, siento un dolor en la parte de adelante del cuerpo, aquí en el pecho	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM PART PRON PROPN PUNCT SCONJ SYM	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass case cc cc:preconj ccomp clf compound
bueno, he estado sintiendo un dolor fuerte en el pecho	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM PART	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass case
bueno, señora, al escuchar sus síntomas, parece que tiene uno de los virus de la gripe	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM PART PRON PROPN PUNCT SCONJ SYM VERB	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass case cc cc:preconj ccomp clf compound compound:ext
bueno, cuando tengo ese dolor en el pecho	ADJ ADP ADV AUX CCONJ DET INTJ NOUN	acl acl:relcl advcl advcl:relcl advmod amod appos aux
¿qué tipo de dolor tienes en el pecho?	ADJ ADP ADV AUX CCONJ DET INTJ NOUN	acl acl:relcl advcl advcl:relcl advmod amod appos aux
¿cuándo comenzó este dolor en el pecho?	ADJ ADP ADV AUX CCONJ DET INTJ	acl acl:relcl advcl advcl:relcl advmod amod appos
¿dónde siente dolor en el pecho?	ADJ ADP ADV AUX CCONJ DET	acl acl:relcl advcl advcl:relcl advmod amod
{NS}	ADJ	acl
probablemente tenga dolor de pecho	ADJ ADP ADV AUX CCONJ	acl acl:relcl advcl advcl:relcl advmod
siente como opresión en el pecho	ADJ ADP ADV AUX CCONJ DET	acl acl:relcl advcl advcl:relcl advmod amod
sabes que tengo diabetes y demás	ADJ ADP ADV AUX CCONJ DET	acl acl:relcl advcl advcl:relcl advmod amod
dijo que siente este dolor de pecho	ADJ ADP ADV AUX CCONJ DET INTJ	acl acl:relcl advcl advcl:relcl advmod amod appos
Incidencia acumulada en rápido aumento de la enfermedad por coronavirus (COVID-19) en la Unión Europea o el Espacio Económico Europeo y el Reino Unido, del 1 de enero al 15 de marzo de 2020	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM PART PRON PROPN PUNCT SCONJ SYM VERB X UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass case cc cc:preconj ccomp clf compound compound:ext compound:prt conj cop csubj csubj:outer csubj:pass dep det det:predet discourse discourse:sp dislocated expl expl:pass expl:pv fixed flat flat:foreign
La incidencia acumulada de casos de enfermedad por coronavirus (COVID-19) demuestra tendencias similares en los países de la Unión Europea o el Espacio Económico Europeo y el Reino Unido, lo que confirma que, aunque en diferentes etapas según el país, la pandemia de COVID-19 está avanzando rápidamente en todos los países.	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM PART PRON PROPN PUNCT SCONJ SYM VERB X UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass case cc cc:preconj ccomp clf compound compound:ext compound:prt conj cop csubj csubj:outer csubj:pass dep det det:predet discourse discourse:sp dislocated expl expl:pass expl:pv fixed flat flat:foreign flat:name goeswith iobj list mark mark:adv mark:rel nmod nmod:desc nmod:poss nmod:tmod nmod:unmarked nsubj nsubj:outer nsubj:pass nummod obj
Sobre la base de la experiencia de Italia, los países, los hospitales y las unidades de cuidados intensivos deben mejorar su preparación para una ola de pacientes con COVID-19 que requerirán atención médica y, en particular, cuidados intensivos.	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM PART PRON PROPN PUNCT SCONJ SYM VERB X UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass case cc cc:preconj ccomp clf compound compound:ext compound:prt conj cop csubj csubj:outer csubj:pass dep det det:predet discourse discourse:sp dislocated expl expl:pass expl:pv fixed flat flat:foreign flat:name goeswith iobj list
El 31 de diciembre de 2019, se informó un conglomerado de casos de neumonía de etiología desconocida en Wuhan, provincia de Hubei, China.	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM PART PRON PROPN PUNCT SCONJ SYM VERB X UNK UNK UNK UNK UNK UNK	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass case cc cc:preconj ccomp clf compound compound:ext compound:prt conj cop csubj csubj:outer csubj:pass dep
El 9 de enero de 2020, el Centro para el Control y la Prevención de Enfermedades de China informó que el agente causante era un nuevo coronavirus que ahora se conoce como coronavirus 2 del síndrome respiratorio agudo severo (SARS-CoV-2).	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM PART PRON PROPN PUNCT SCONJ SYM VERB X UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass case cc cc:preconj ccomp clf compound compound:ext compound:prt conj cop csubj csubj:outer csubj:pass dep det det:predet discourse discourse:sp dislocated expl expl:pass expl:pv fixed flat flat:foreign flat:name goeswith iobj list mark mark:adv
Desde entonces, la enfermedad provocada por la infección con SARS-CoV-2 se ha denominado enfermedad por coronavirus (COVID-19).	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM PART PRON PROPN PUNCT SCONJ SYM VERB X	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass case cc cc:preconj ccomp clf compound compound:ext compound:prt
La evidencia a la fecha indica que el 80 % de las personas con COVID-19 tienen una enfermedad leve, es decir, una infección del tracto respiratorio con o sin neumonía, y que la mayoría se recupera.	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM PART PRON PROPN PUNCT SCONJ SYM VERB X UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass case cc cc:preconj ccomp clf compound compound:ext compound:prt conj cop csubj csubj:outer csubj:pass dep det det:predet discourse discourse:sp dislocated expl expl:pass expl:pv fixed flat flat:foreign flat:name goeswith
En el 14 % de los casos, la COVID-19 evoluciona hacia una enfermedad más grave que requiere hospitalización, mientras que el 6 % restante de los casos desarrollan una enfermedad crítica que requiere cuidados intensivos.	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM PART PRON PROPN PUNCT SCONJ SYM VERB X UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass case cc cc:preconj ccomp clf compound compound:ext compound:prt conj cop csubj csubj:outer csubj:pass dep det det:predet discourse discourse:sp dislocated expl expl:pass expl:pv fixed flat flat:foreign flat:name
La mortalidad en pacientes hospitalizados por COVID-19 es del 4 %.	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM PART PRON	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass case cc
En este estudio, examinamos las tendencias en la incidencia acumulada de COVID-19 en cada país de la Unión Europea o el Espacio Económico Europeo (UE/EEE) y el Reino Unido (RU) y las comparamos con las de la provincia de Hubei, China.	ADJ ADP ADV AUX CCONJ DET INTJ NOUN NUM PART PRON PROPN PUNCT SCONJ SYM VERB X UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK UNK	acl acl:relcl advcl advcl:relcl advmod amod appos aux aux:pass case cc cc:preconj ccomp clf compound compound:ext compound:prt conj cop csubj csubj:outer csubj:pass dep det det:predet discourse discourse:sp dislocated expl expl:pass expl:pv fixed flat flat:foreign flat:name goeswith iobj list mark mark:adv mark:rel
